21822,17,8,8,2160
21939,22,22,9,1080
22020,52,6,8,1080
22074,15,9,4,2160
22103,67,16,1,2160
22239,62,16,8,240
22245,44,28,5,480
22257,52,17,4,2160
22312,62,47,1,2160
22434,11,28,2,2160
22510,21,17,3,2160
22553,18,13,8,2160
22594,58,44,8,2160
22698,15,27,4,720
22735,12,13,2,240
22825,14,50,3,480
22894,27,25,8,720
23152,44,6,7,1080
23165,9,34,9,1080
23228,37,15,4,2160
23347,29,25,5,1080
23492,32,30,7,240
23592,70,36,5,720
23729,66,23,2,2160
23826,29,45,4,2160
23838,19,40,2,720
23848,46,20,8,2160
23990,4,39,10,1080
24000,44,3,9,2160
24229,45,23,7,2160
24295,63,26,3,1080
24415,9,31,4,2160
24416,10,24,6,720
24435,59,37,9,720
24439,40,41,9,2160
24507,57,28,2,1080
24550,18,12,1,2160
24798,31,12,7,2160
24831,59,9,7,480
24975,34,44,1,1080
25008,30,40,10,720
25248,40,47,2,480
25255,58,7,1,240
25318,24,44,1,2160
25327,68,36,8,2160
25443,57,12,5,480
25477,12,13,7,720
25479,13,30,4,2160
25489,7,18,9,2160
25567,67,23,3,480
25591,14,45,9,720
25672,24,45,8,1080
25686,32,37,1,240
25800,19,28,7,1080
25819,5,14,9,240
25890,69,17,4,480
25893,65,30,6,2160
25943,46,8,9,720
25975,43,6,7,720
26037,15,5,7,2160
26125,54,9,6,2160
26233,64,33,8,2160
26344,69,22,10,240
26479,37,49,8,1080
26569,48,27,6,480
26617,26,7,5,720
26707,50,32,9,480
26744,67,10,7,240
26812,52,26,6,2160
27005,29,7,5,240
27193,24,10,3,1080
27208,24,42,3,1080
27240,49,21,7,720
27247,47,26,8,240
27389,19,4,10,1080
27393,20,25,1,2160
27419,54,23,4,240
27538,18,5,2,240
27546,52,16,5,2160
27705,4,26,5,480
27810,4,25,6,720
27895,47,3,2,480
27983,69,14,4,2160
28082,46,6,7,240
28153,9,41,1,1080
28223,18,11,2,480
28226,68,10,8,480
28245,46,27,1,1080
28307,61,4,6,1080
28360,31,32,9,480
28396,29,35,2,480
28438,19,1,8,240
28480,36,43,3,1080
28494,18,13,3,2160
28517,34,43,5,720
28524,16,11,2,720
28535,16,23,4,2160
28601,7,39,5,240
28666,8,23,9,480
28736,4,9,7,2160
28956,1,23,9,1080
28976,7,17,6,2160
28986,9,15,7,1080
29000,23,44,4,480
29036,55,12,9,2160
29218,13,13,6,240
29284,38,17,5,240
29352,42,14,1,2160
29406,25,13,8,1080
29451,54,37,1,720
29462,62,27,7,240
29488,64,18,10,240
29510,41,41,6,2160
29515,4,4,6,2160
29678,1,5,3,2160
29710,8,39,3,240
29725,50,19,4,480
29952,4,42,5,480
30060,6,43,9,2160
30115,53,43,6,2160
30116,2,42,6,2160
30250,41,37,7,2160
30333,25,18,6,240
30386,16,28,1,2160
30389,36,35,2,2160
30452,24,31,7,1080
30493,53,17,6,2160
30512,60,0,3,2160
30752,5,44,9,240
30820,70,41,7,240
30833,19,26,4,2160
30897,26,47,6,2160
30941,41,42,2,2160
31026,34,49,8,2160
31071,41,26,8,2160
31102,56,35,6,2160
31152,56,43,10,2160
31207,62,10,7,480
31374,58,31,9,2160
31405,70,28,2,2160
31497,19,23,3,720
31522,48,8,2,240
31573,48,49,6,720
31640,8,31,4,720
31686,66,20,5,2160
31720,20,31,3,2160
31910,56,13,3,720
31950,48,11,5,2160
31982,28,29,9,720
32127,46,20,2,480
32180,70,5,8,2160
32262,11,19,8,1080
32288,41,14,4,720
32288,46,24,3,480
32317,0,48,7,480
32335,39,26,1,2160
32474,16,34,2,2160
32505,27,18,7,2160
32573,18,21,6,240
32684,49,19,8,480
32707,29,10,9,2160
32728,67,37,7,2160
32766,20,0,2,2160
32902,5,45,7,480
32904,54,46,1,2160
32959,64,21,3,2160
33025,47,30,2,720
33071,52,8,9,1080
33079,69,15,5,480
33312,66,34,1,2160
33321,58,44,7,720
33425,45,9,6,2160
33517,40,49,5,480
33575,21,10,3,1080
33609,11,37,4,480
33682,1,42,8,2160
33708,53,1,3,2160
33715,26,17,10,1080
33788,69,9,7,2160
33790,68,40,9,480
33793,44,21,1,480
33798,49,4,8,2160
33799,39,19,5,2160
33833,48,16,2,480
33853,54,26,1,480
33868,27,20,10,2160
33879,53,31,9,240
34227,3,43,10,240
34259,58,13,1,1080
34339,12,1,8,2160
34491,43,2,7,240
34534,57,20,2,480
34580,61,14,4,720
34652,70,36,5,480
34656,61,43,4,240
34721,60,22,2,1080
34747,65,11,5,480
34753,49,38,2,2160
34800,40,47,7,2160
34811,48,2,10,720
34949,64,38,9,1080
34982,52,18,1,1080
35176,0,29,6,1080
35215,27,23,5,2160
35309,70,40,1,480
35380,35,14,1,2160
35389,31,10,8,720
35482,46,49,6,480
35534,12,10,1,2160
35600,63,31,8,2160
35651,48,1,2,240
35686,20,5,9,480
35720,1,47,6,480
35727,52,22,4,2160
35755,69,3,1,240
35869,17,0,5,2160
35903,33,11,1,1080
35919,11,19,5,2160
35952,18,47,6,480
35959,49,34,5,2160
36006,33,6,1,2160
36065,38,20,10,2160
36087,16,40,3,240
36170,10,26,2,1080
36210,31,36,6,240
36243,24,31,6,2160
36262,2,20,5,480
36283,13,0,2,2160
36309,2,8,6,2160
36370,28,35,6,1080
36377,61,6,5,2160
36410,59,3,1,1080
36476,13,16,9,480
36519,57,46,6,720
36528,6,6,3,2160
36544,67,25,6,240
36625,39,17,6,2160
36634,63,26,6,2160
36759,20,23,7,480
36794,24,30,1,480
36826,50,4,1,480
36840,65,45,9,480
36925,22,1,2,2160
37035,57,6,1,720
37123,67,3,2,1080
37138,64,33,6,2160
37252,62,27,5,480
37257,50,12,8,2160
37368,15,24,4,720
37441,14,26,8,480
37681,7,6,4,2160
37714,7,24,9,1080
37736,3,25,9,2160
37819,35,8,9,2160
37903,47,45,2,240
37991,30,26,8,2160
38012,57,9,6,2160
38244,39,33,2,240
38285,17,46,2,2160
38289,12,4,2,720
38295,7,49,7,2160
38325,50,1,1,2160
38327,24,43,10,2160
38393,64,10,4,480
38422,21,21,10,2160
38439,43,42,7,240
38548,54,14,2,1080
38557,65,5,9,720
38627,61,13,2,2160
38640,38,0,3,1080
38744,67,26,4,1080
38801,66,45,9,240
38839,59,41,4,2160
38885,0,7,4,480
38935,49,13,1,720
38944,9,16,9,240
38992,44,1,3,720
39106,66,18,3,480
39113,64,50,4,1080
39127,22,18,9,720
39141,21,14,7,480
39314,56,10,1,720
39352,7,0,8,240
39392,52,20,4,1080
39397,57,3,10,720
39428,4,40,10,2160
39475,4,19,7,240
39485,16,6,2,2160
39501,22,44,8,2160
39588,53,47,7,2160
39628,45,4,7,240
39642,15,30,6,2160
39651,8,41,1,1080
40016,28,39,8,720
40033,1,24,1,1080
40078,34,39,2,2160
40212,43,41,3,720
40268,69,20,8,2160
40308,57,29,6,480
40338,62,10,9,1080
40385,37,23,9,720
40412,42,1,5,2160
40424,66,7,9,1080
40506,46,45,5,1080
40570,36,47,7,2160
40583,45,25,8,1080
40606,36,24,10,2160
40610,55,12,5,240
40659,50,7,4,720
40712,23,8,10,2160
40786,49,0,2,2160
40834,51,20,2,720
40852,10,28,9,2160
40931,24,35,10,2160
41110,15,42,8,720
41110,42,46,10,240
41183,34,23,2,2160
41273,46,12,5,2160
41351,65,5,9,720
41838,37,50,6,720
41866,12,28,6,480
41929,20,31,5,720
42047,3,23,3,1080
42160,24,16,5,1080
42186,47,11,4,2160
42216,12,46,7,240
42225,8,35,9,480
42242,24,35,6,480
42446,5,5,10,480
42617,49,44,8,2160
42666,66,11,2,240
42679,15,35,8,240
42691,46,50,1,240
42717,25,39,8,2160
42760,34,4,10,720
42780,6,47,4,480
42863,41,23,7,240
42934,59,48,6,480
42995,52,19,7,2160
43007,67,38,3,1080
43084,23,36,6,480
43179,17,46,9,720
43195,4,20,4,2160
43286,36,36,5,2160
43293,14,31,1,240
43426,42,22,4,720
43477,70,46,9,720
43483,7,35,8,720
43511,17,38,10,720
43554,32,4,2,480
43572,51,21,6,720
43581,18,33,7,2160
43583,4,15,2,720
43639,7,32,9,240
43672,23,0,5,2160
43711,3,24,8,2160
43717,40,38,6,2160
43720,10,6,2,2160
43731,36,4,6,240
43860,24,29,1,240
43924,34,14,9,480
43990,21,21,1,2160
44005,45,10,6,1080
44090,62,31,6,2160
44136,6,10,5,2160
44159,14,46,1,240
44223,28,44,5,240
44395,16,46,4,240
44403,4,37,2,2160
44576,64,27,5,240
44594,36,28,10,2160
44600,56,17,3,720
44615,10,35,3,2160
